id,name,district,street,station,lines,d_m,area_m2,type,built_year,units_total,buildings,layout_main,large_unit,resettlement,confidence,note
360,都市翠海华苑,宝安区,新安街道,灵芝,12/5,55.4,3559,住宅小区,2004,486,未知,小户型居多；最小约19-20㎡一房,否,未知,确认,创业二路与前进一路交叉(灵芝地铁站口)，开发商深圳市富居实业，物业深圳市中民物业。安居客竣工2004年、486户、70年产权、住宅、有电梯。3559㎡地块塞486户，是典型极小户型高密度盘；2019年曾被报道19㎡一房成交410万(单价21.6万/㎡)，属宝安中学学位驱动的极端小户型交易，不代表居住品质。
361,翡翠华庭,宝安区,新安街道,灵芝,12/5,112.7,2294,住宅小区,2003-2011,142,未知,小户型居多(安居客标签),否,未知,确认,前进一路与创业二路交叉(灵芝地铁站口)，开发商深圳市深信西部房地产，物业深圳市西部物业。安居客有两个ID(cm370644/cm95200)指向同一小区、数据一致：竣工2003年+2011年(疑分两期或后期加建)、142户、70年产权、住宅。地块仅2294㎡，小体量。安居客把商圈标为'宝安-宝安中心区'，OSM按新安街道/灵芝站，同一位置。
362,海天花园,宝安区,新安街道,翻身,5,115.4,13381,住宅小区,未知,未知,未知,未知；存在多层住宅与双拼别墅两类产品,部分,未知,推测,仅摘要，抓不到详情页。地址翻身路362号(5号线翻身站)，二手均价约4.0-5.2万/㎡。产品形态从关联搜索词可判：'海天花园多层小区环境''海天花园双拼''海天花园别墅区''海天花园一楼带车库'——多层+双拼别墅混合，故large_unit判'部分'。另有'海天花园拆迁计划''佳兆业进驻翻身路海天花园'等搜索词，疑为旧改意向片区，但无任何城市更新计划文件可证实，resettlement写未知。同名警告：深圳/外地多个'海天花园'，本条已按翻身路362号+翻身站交叉确认。
363,海云轩,宝安区,新安街道,翻身,5,138.9,9252,不确定,未知,未知,未知,未知,未知,未知,推测,全字段查不到。贝壳、安居客、乐有家、房天下、幸福里、头条搜索对'海云轩'+深圳/宝安/新安/翻身均零命中。9252㎡地块，翻身站138.9米。怀疑OSM用的是旧名、俗称或开发商内部项目名，需实地或用坐标反查规划名才能确认。不做任何猜测性填写。
364,洪福雅苑,宝安区,新安街道,翻身,5,0.0,8832,住宅小区,2000-2001,188,5,大户型为主，二手/出租多为125-262㎡（含被分割成6室的大平层）,是,无,确认,乐有家记2000年建成、188户、5栋、总建面6.2万㎡、商品房；深圳都市圈记2001年、5栋、156车位；吉屋记191户。建面6.2万㎡/188户，单户面积明显偏大。5号线翻身站C出口约109米。
365,富源商贸中心,宝安区,新安街道,翻身,5,6.8,8029,混合,2002,320,4,3房2厅约109-126㎡，另有138㎡/180㎡大户,是,无,确认,名为“商贸中心”，实为商住综合体：4栋塔楼联体+约2万㎡商业裙楼，乐有家物业类型列住宅/写字楼/商铺，产权性质商品房（住宅部分70年）。总建面6.31万㎡、容积率5.48。5号线翻身站约188米。
366,怡景花苑,宝安区,新安街道,翻身,5,180.3,6535,住宅小区,2004,88,7,2-3房 51-80㎡,否,无,单一来源,仅搜索摘要（百度百科+安居客小区页摘要，数据可能同源）：深圳经济特区房地产(集团)开发，2004年竣工，88户、约7栋小高层，容积率1.5、绿化30%、物业费0.8元。百科地址写“宝安区翻身路翠竹路”，板块标注“翻身”，与OSM位置（新安街道翻身站西侧）一致，同名混淆风险已排查（罗湖黄贝岭“怡景花园”为1983年别墅区，非本条）。
367,宝新花园,宝安区,新安街道,翻身,5,67.0,6256,住宅小区,1997-1999,188,3,4室2厅/5室2厅 95-140㎡,是,无,确认,乐有家：1997年、188户、3栋、总建面3.44万㎡、容积率2.37、52车位、商品房、新政房地产开发；深圳都市圈：1997-1999年、3栋、200车位。另有搜索摘要称“688户”，与3.44万㎡建面（约183㎡/户）明显矛盾，未采用。5号线翻身站约164米。
368,富御花园,宝安区,新安街道,翻身,5,92.8,3354,不确定,未知,未知,未知,未知（租房信息显示两房一厅约75㎡+大露台）,未知,未知,推测,贝壳/乐有家/安居客/房天下/深圳都市圈均无该小区档案，仅有租房与地图条目：地址“宝安44区52栋 富御花园”，距5号线翻身站B口约50-100米。OSM占地仅3354㎡，疑为单体住宅楼或楼栋俗称。需注意与“富源花园”（翻身路91号，1998-2002年、10栋）区分，二者相距约200米，不排除OSM名称有误。
369,正大安大厦,宝安区,新安街道,翻身,5,88.1,1785,宿舍单位房,未知,未知,1,未知（在售多为3房）,未知,未知,单一来源,乐有家收录名为“正安大厦”（宝安区翻身路与创业路交汇口，距5号线翻身站189米），产权性质明确标注“自建房（集资房）”，即单位/集资建房而非商品房；建成年代、户数、栋数均无数据。OSM“正大安大厦”疑为俗称或旧名。OSM占地仅1785㎡，单体楼。
370,鸿荣源·珈誉府2区,宝安区,新桥街道,塘尾,11,171.6,40501,住宅小区,2024-2025,2479-2578,5-6,3-4房 76-120㎡（另有155/181㎡大户在其它分区）,部分,无,确认,乐有家登记名“珈誉时尚花园2期”（坐标与OSM点位相距约45米）：建筑年代2024、2479户、总建面40.53万㎡、容积率5.42、商品房、鸿荣源开发、物业费5.9元、11号线塘尾站约301米。营销资料称二区产权2022.5-2092.5（70年）、交楼2025年12月、总户数2578户、约76-120㎡3-4房。
371,鸿荣源·珈誉府6区,宝安区,新桥街道,塘尾,11,130.3,34464,安居房人才房,2025,1729（共有产权配售房源总数，六区单区户数未单独披露）,未知,两房68-80㎡为主（1384套两房+346套三房）,否,无,确认,乐有家登记名“珈誉未来花园（六区共有产权）”，别名明确写作“珈誉府六区”，坐标与OSM点位相距约50米。这是深圳首个共有产权房项目：2024年11-12月网上申购，配售1729套、均价23740元/㎡（约市价5折）、封闭流转，预计2025年12月31日交付。属保障性住房而非普通商品房，无普通商品房学位/流转属性。
372,鸿荣源·禧园,宝安区,新桥街道,沙井,11,16.8,60236,住宅小区,2009（一说2008-2011分期）,971（一说1012）,5,二房78-217㎡、三房78-186㎡、四房90-161㎡，主力约90-140㎡,部分,无,确认,乐有家：2009年、971户、5栋、总建面16.81万㎡、容积率2.4、1430车位、商品房、鸿荣源开发；深圳都市圈：2008-2011年、5栋、1700车位、权属“商品房/使用权”；百度百科：2009年建成、971户（另页1012户）。11号线沙井站约238米。
373,麒麟名都,宝安区,新桥街道,沙井,11,192.3,18399,城中村改造,2015,1305-1350,8,两房84-95㎡、三/四房136-143㎡、大四房156㎡及少量顶层复式,部分,有回迁房,确认,实为沙井（新桥）沙头村委统建楼／小产权房，非商品房红本：乐有家产权性质“自建房（集资房）”、开发商与物业均为“沙头村委”，2015年、规划1350户、容积率5.6、1300车位；小产权中介站与深圳都市圈均记8栋、1305户。个别源写“竣工2003年”，与2015年冲突，疑为错误数据。11号线沙井站约200-380米。
374,鸿达兴花园,宝安区,新桥街道,沙井,11,161.8,7621,住宅小区,2009-2010,478-480,4,未知,未知,未知,单一来源,产权口径冲突，需以红本核实：乐有家标产权性质“自建房（集资房）”、物业“万丰物业”（万丰村股份公司），2010年、478户、4栋、总建面3.31万㎡、容积率1.6、418车位；深圳都市圈与百度百科则标“商品房/普通住宅”，2009-2010年、4栋、420-480户。位于沙井中心区佳华商场旁，11号线沙井站约343米。
375,中海西岸华府北区,宝安区,松岗街道,朗下,12,165.7,96093,住宅小区,2007-2008,约2100（北区；全盘南+北约3490户）,14-15,全盘54-178㎡，2-5房，主力约80-120㎡,部分,无,确认,中海地产开发、中海物业。乐有家把南北合并为“中海西岸华府”：2007年、3490户、总建面25.5万㎡、容积率2.5、3000车位、商品房；深圳都市圈北区：2007-2008年、15栋、3000车位；焦点网北区：14栋、2108户、2008年。栋数/户数各源有差异。12号线松岗站约262米（OSM按朗下站165.7米）。
376,中海西岸华府南区,宝安区,松岗街道,朗下,12,179.7,45354,住宅小区,约2004（一说1998-2011分期）,约1600,8,54-178㎡，2-5房,部分,无,单一来源,建成年代口径冲突：焦点网南区“8栋1600户、2004年建成”；深圳都市圈南区“1998-2011年、8栋、3050车位”（跨度过大，疑为分期或数据污染）；乐有家仅有合并条目记2007年。中海地产开发。
377,溪头8区,宝安区,松岗街道,松岗,11/6,79.3,51578,城中村改造,未知,未知,未知（租房信息显示多栋18-23层电梯楼）,单间约25-30㎡、一房一厅、少量三房，以小面积出租为主,否,未知,推测,仅摘要。实为松岗街道溪头社区“溪头八区”（松环路一带）城中村自建/统建楼群，58/安居客把它当“小区”收录但只有租房房源（1100-1600元/月单间），无商品房档案、无建成年代与户数。乐有家仅有“溪头八工业区西六巷13号楼”这类单栋条目。另有“松岗溪头村工业区改造项目”（宏发地产，2011年专项规划过会、2021年实施主体公示，拆迁范围36100.1㎡）但对象是工业区，不能等同本住宅片。
378,新世界·松风明月花园,宝安区,松岗街道,松岗,11/6,15.0,46551,住宅小区,2024（2023年6月开盘、2024年6月交房；乐有家建筑年代记2020）,1952,8,3-4房 73/89/95/114/126㎡,部分,无,确认,新世界中国开发、新世界物业。乐有家：1952户、8栋量级、总建面18.663万㎡、容积率4.88、1569车位、商品房、物业费3.8-4.9元；吉屋：1952户、8栋、建面186630㎡；房产超市：2023-06-20开盘、2024-06-05毛坯交房。乐有家“建筑年代2020”疑为开工/报建年份。6/11/12号线松岗站约430-520米（OSM按松岗站15米，为出入口口径差异）。
379,松河瑞园,宝安区,松岗街道,松岗,11/6,141.5,41290,住宅小区,2015-2017（二期）／2015-2019（一期）,2031,5（每期各5栋）,40㎡一房至约90㎡四房，主力约80-90㎡三/四房,否,有回迁房,确认,OSM点位（溪头工业四路）对应二期，与一期紧邻约100-200米。乐有家：2017年、2031户、总建面25.99万㎡、容积率4.9、1500车位、商品房；深圳都市圈把一期权属标为“商品房/动迁安置房”（2015-2019年、5栋、1800车位），二期为纯商品房（2015-2017年、5栋、1212车位）——即整体含动迁安置（回迁）房源。11号线/6号线松岗站约337-357米。
380,沙浦一村永兴花园,宝安区,松岗街道,松岗,11/6,127.8,37088,城中村改造,未知,未知,未知,单间/一房一厅/两房，20-45㎡为主,否,未知,推测,仅摘要。位于松岗街道沙江路“沙浦一村”（沙浦围），58同城/安居客有小区租房页但只有出租房源（单间1800-6800元/月、20-45㎡），无建成年代、户数、栋数与产权信息，也查不到旧改立项。判定依据：村名+地址+全小面积出租房源结构，实为村内自建/统建出租楼群，非商品房小区。
381,御溪城,宝安区,松岗街道,松岗,11/6,167.0,13124,城中村改造,2011,300（乐有家）／820（百度百科）,8,未知,未知,有回迁房,确认,集资统建楼（小产权）性质由两个独立来源确认：乐有家产权性质“自建房（集资房）”（2011年、300户、总建面10.74万㎡、容积率4.2、600车位、物业费2.1元），百度百科/焦点网称“集资统建楼项目，规划8栋住宅、共820户、总建面约13万㎡”。户数两源差异极大，未取单一值。6/11号线松岗站约373-378米。
382,新城市广场,宝安区,沙井街道,步涌,12,126.1,20138,住宅小区,未知,未知,7,未知,未知,未知,单一来源,"深圳都市圈小区档案（沙井街道共和社区，新和大道173号）：交易权属“商品房”、房屋用途“普通住宅”、7栋、500车位、容积率3.2、绿化20%、建筑类型塔板结合；建成年代与总户数无数据。已用坐标(22.7611,113.8030)交叉核对确认是沙井步涌站旁这一个，排除与龙岗赛格新城市广场、龙华新城市花园等同名项目混淆。名含“广场”但官方用途登记为普通住宅。"
383,蚝三丰泽园,宝安区,沙井街道,沙蚝,12,6.0,66273,城中村改造,2009,462,25,低层步梯洋楼+高层电梯混合，含五房等大户型,部分,有回迁房,确认,蚝三村委统建楼：房天下小区档案记建筑年代2009、普通住宅、462户、绿化率65%、容积率2.4，开发商与物业公司均为“深圳市沙三合作股份有限公司”（村股份合作公司）；租房实勘描述明确写“隶属蚝三村委统建，有低层步梯洋楼、有高层电梯住宅，自带泳池、地库”；深圳都市圈记25栋、231车位（无年代、无权属标签）。12号线沙蚝站就在门口（OSM 6米）。
384,新苑雅筑,宝安区,沙井街道,沙蚝,12,29.1,35587,不确定,2011,70／300／840（三个来源互相冲突）,70（房天下“楼栋总数70栋”，与“独栋别墅”说法一致）,口径冲突：一说独栋别墅（容积率0.5、绿化45%），一说小高层；出租曾见451㎡七室三厅,未知,未知,推测,数据严重冲突，请勿直接采用。百度百科：“位于沙井街道西环路与蚝乡路交叉处的独栋别墅，鸿荣源集团开发，2011年竣工，物业类型别墅”；房天下同一小区不同页分别给“房屋总数70户/300户、楼栋总数70栋、占地18950㎡、70年产权、竣工2011-01-01”；第三方页给“总户数840、建筑类型小高层”。占地18950㎡与OSM 35587㎡不符。乐有家、深圳都市圈均无此小区档案。需实地/红本核实。
385,康城花园,宝安区,沙井街道,沙蚝,12,0.0,11918,回迁房,2013,320,未知,未知,未知,有回迁房,单一来源,乐有家小区档案（西环路康城花园，深圳市蚝业小学西，12号线沙蚝站约124米）：产权性质“经济适用房”、开发商“蚝业村”、建筑年代2013、320户、总建面1万㎡、容积率1.8、200车位。开发主体为村股份公司+经适房属性，实质为村统建/安置性质房源，非普通商品房。坐标已与OSM点位交叉核对（换算后偏差<50米），排除龙岗中海康城花园同名混淆。
386,会展湾雍境,宝安区,沙井街道,海上田园南,12,0.0,36392,住宅小区,口径冲突：2023年拿地入市，房天下称预计2027年交付；乐有家两条记录分别记2019年与2024年,1331（雍境花园）／3000（招商会展湾雍境全盘）,未知,3-4房 78-115㎡（另有约91㎡热销户型）,部分,无,单一来源,招商蛇口（深圳市招雍置业有限公司）开发、招商局物业。乐有家“会展湾雍境花园”：占地3.78万㎡（与OSM 36392㎡吻合）、总建面22.17万㎡、容积率3.7、1331户、1908车位、商品房、建筑年代2019（疑为错误/报建年份）；乐有家“招商会展湾雍境”另记建筑年代2024、3000户。搜狐/网易稿：原为2023-03-31集中土拍A301-0602宗地，招商22.18亿元竞得，沙井第2个“新规”楼盘、得房率最高105%，2025-03-22开放样板房。平台把一二期拆成多条记录，年份与户数口径混乱。地铁12号线海上田园南站A口约50米。
387,华发新城华苑一期,宝安区,沙井街道,海上田园南,12,163.3,30004,安居房人才房,2024-2025,2712（全盘南北两地块）／3160（乐有家“新城华苑”口径）,未知,以中小户型为主（人才房产品，未查到确切面积段）,否,无,确认,正式名“深圳前海·华发冰雪世界·华发新城（新城华苑）”，沙井展景路与展林路交汇处，深圳融华置地投资有限公司开发、华发物业城市服务（深圳）管理。属人才住房（非普通商品房）：知乎测评称“共2712套、深圳该年度最大的人才房社区、分南北两地块、有10年锁定期”；房天下：占地102841.63㎡、普通住宅70年产权、参考价约3.05万/㎡；乐有家“新城华苑”：建筑年代2024、3160户、总建面41万㎡、容积率3.1、2800车位、商品房、物业费3.9元。12号线海上田园南站约451米（OSM 163米为地块边缘口径）。
388,云海臻府,宝安区,沙井街道,海上田园南,12,34.1,26436,住宅小区,2025,744,未知,未知,未知,无,单一来源,乐有家小区档案（宝安区锦程路1021-9号，12号线海上田园南站约314米）：建筑年代2025、744户、总建面161979.61㎡、容积率4.14、绿化40%、1000车位、产权性质商品房、开发商深圳市臻海置业有限公司、物业第一太平戴维斯。户型面积段未查到。坐标已与OSM点位交叉核对。
389,春和雅苑,宝安区,沙井街道,马安山,11,0.0,17114,城中村改造,2008-2010,1260,4,未知,未知,有回迁房,确认,乐有家：产权性质“经济适用房 | 自建房（集资房）”、开发商“村委开发”、物业“春和物业”、建筑年代2008、1260户、总建面4万㎡、容积率2.3、125车位、物业费1.8元、11号线马安山站约80米；深圳都市圈：2010年、4栋、125车位、权属“商品房/私产”。权属口径冲突，但“村委开发+经适/集资房”指向村统建安置性质。
390,马安山花园,宝安区,沙井街道,马安山,11,4.5,12294,城中村改造,2016,未知,未知,未知（同片区在售多为76-88㎡两三房）,未知,有回迁房,单一来源,乐有家小区档案（沙井鞍山二路40号，11号线马安山站约60米）：产权性质“自建房（集资房）”、建筑年代2016；总建面、户数、栋数、车位均无数据。集资房属性=村/单位统建，非商品房红本。坐标已与OSM点位交叉核对（换算后偏差约30米）。
391,学府雅苑,宝安区,沙井街道,马安山,11,188.9,4546,城中村改造,2009,305,3,未知,未知,有回迁房,确认,乐有家：产权性质“自建房（集资房）”、开发商“万丰村委”、物业“小区物业”、2009年、305户、总建面8万㎡、容积率1.9、绿化33%、100车位、11号线马安山站约345米；深圳都市圈：新安路、3栋、100车位，但权属标“商品房”，与乐有家冲突——“万丰村委”开发指向村统建楼。另注意305户对应8万㎡建面（约262㎡/户）不合常理，户数或建面之一有误。深圳有多个“学府雅苑”，已用坐标确认为沙井马安山这一个。
392,集信名城,宝安区,燕罗街道,松岗公园,6,6.6,146302,住宅小区,2004-2009（乐有家2007／深圳都市圈2007-2009／房天下竣工2008-01／链家2004）,1634-1636,22,48-198㎡，主力两三房，含4室2厅114/148/198㎡与6室2厅大户,部分,无,确认,深圳市集信投资发展有限公司开发，70年产权商品房。乐有家：2007年、1634户、总建面10.6万㎡、容积率1.68、绿化47.8%、1800车位、6号线松岗公园站约311米；深圳都市圈：2007-2009年、22栋、2100车位；链家：2004年建成、22栋、1636户；房天下：竣工2008-01-16、占地66499.3㎡。OSM占地146302㎡且parts=2，明显大于房天下占地口径，可能把相邻地块合并。
393,园岭,宝安区,石岩街道,上屋,13/6,41.5,39319,城中村改造,未知,未知,未知（租房显示多栋6-10层）,出租以30㎡单间、60㎡两房为主,未知,未知,推测,仅摘要。实为宝安石岩街道（上屋/官田一带）“园岭村”城中村：安居客小区页写“该小区是由单位自建开发的房地产项目”，均价约7100元/㎡（小产权价位），最近地铁上屋站约244米，最近小学湖东小学；乐有家另收录“圆岭新村（园岭新村三巷八号）”单栋条目，无建成年代/户数。注意与福田区园岭新村、园岭花园（著名学区）完全不是一回事，本条为宝安石岩。
394,和合时代大厦,宝安区,石岩街道,上屋,13/6,147.1,9539,商务公寓,2021-2025（乐有家建筑年代2021；2022-04开盘、2025-06-30交房）,791,未知（单体综合体）,公寓35-53㎡（含精装两房）,否,无,确认,关键结论：这是40年产权商用公寓，不是70年住宅——房天下明确写“和合时代商用公寓产权为40年”、占地21900㎡、上屋大道与石环北路交汇处（13/6号线上屋站B出口直连）；安居客标签“公寓/现房”，物业费按“商住5.5元/㎡/月”，在售建面约35-53㎡、单价2.2-2.3万/㎡；乐有家：2021年、791户、总建面17万㎡、容积率4.07、900车位、万科物业、开发商深圳市恒居和信房地产开发有限公司。名字含“大厦”且OSM按住宅性质收录，属误判风险条目。
395,恒富花园,宝安区,石岩街道,上屋,13/6,78.1,8559,城中村改造,2015,256,未知,未知,未知,有回迁房,单一来源,乐有家小区档案（深圳市宝安区石岩园岭北环大道，6号线上屋站约243米、13号线上屋站约261米）：产权性质“自建房（集资房）”、开发商“村委建筑”、物业“村委管理”、建筑年代2015、256户、总建面2.8万㎡、容积率2.5、绿化率1%、106车位。村委开发+集资房，属统建楼/小产权，非商品房。坐标已与OSM点位交叉核对。
396,汇璟雅苑,宝安区,石岩街道,上屋,13/6,11.7,8498,回迁房,2023-2024,603（住宅套数，其中套内<90㎡ 428套、占70.98%）,3（一单元、二单元、三单元三栋围合）,两三房 76-89㎡为主（另有80㎡小三房）,否,整体回迁房,确认,关键结论：整体为拆迁安置房源——项目公示信息“汇璟雅苑（宗地号A721-0234）……住宅603套，套内小于90平428套占比70.98%，占地13543.77㎡、总建面117290.76㎡、容积率7.14、绿化25%、车位438”，标题明确写“上屋地铁口新盘，汇璟雅苑603套住宅（原赣深高铁安置房）”；乐有家亦把产权性质标为“福利房”，建筑年代2024、物业宝晨物业、物业费3.3元、13号线上屋站约95米。位于石岩街道北环路与田心大道交汇处（上屋社区）。
397,园岭桃园居,宝安区,石岩街道,上屋,13/6,15.5,5605,城中村改造,2003,未知,未知,未知,未知,未知,单一来源,OSM名'园岭桃园居'对应乐有家词条'桃园居'（宝安-石岩，地址：石岩镇北环大道与田心大道交汇处·园岭大道5号，距OSM点约58m）。乐有家记：2003年建成、物业用途住宅、产权性质'自建房（集资房）'、塔楼、小区自带物业、物业费1.0-1.3元/㎡，规划户数/栋数/建面全部'暂无数据'，无在售房源。判为石岩上屋社区集资房/统建楼性质，非普通商品房小区。所在片区为京基操盘的'上下屋及田心旧村'城市更新单元（拆除范围约11万㎡，上屋社区田心大道与宝石东路一带），但本小区是否被纳入拆除范围未核实，故resettlement记未知。房天下搜索该名只命中西乡'桃源居'系列（另一个盘），已排除同名混淆。
398,园岭大道5号,宝安区,石岩街道,上屋,13/6,46.9,3302,城中村改造,2003（推测，随桃园居）,未知,未知,未知,未知,未知,推测,OSM把它当独立地块（3302㎡），但'园岭大道5号'正是乐有家'桃园居'词条登记的门牌地址（石岩镇北环大道与田心大道交汇处·园岭大道5号），距该词条坐标仅约18m，与id397（园岭桃园居）紧邻。判定为同一集资房/统建楼小区的另一地块或楼栋，无独立数据源可核。任何户数/年代数字都来自桃园居条目，不可作为独立统计（与397合并计算，避免重复计数）。
399,富豪花园,宝安区,石岩街道,石岩,13,88.2,11378,住宅小区,未知,未知,未知,未知,未知,未知,推测,重度同名混淆风险：贝壳/房天下/乐有家/安居客收录的'富豪花园'均为龙岗坂田盘（布龙公路168号，2003年、509-533户、32栋），另有光明公明富豪花园B/D/E/G区、福田上步'富豪花园大厦'（1997年烂尾楼）。石岩本地的富豪花园只在城市吧（city8）查到定位：深圳市宝安区如意路与河滨北路交叉口往东北约50米（壁辉幼儿园东侧），分类'房产楼盘/住宅区'，周边公交为石岩人民医院西门、石岩公学西、田心居民小组——与OSM坐标（石岩站附近如意路一带）吻合。乐有家地图API在该地块周边只返回如意豪庭、佳华豪苑、农艺大厦，无富豪花园条目，说明其无在售房源、未进入主流中介小区库。建成年份/户数/栋数/户型全部无据可查，一律记未知。
400,桥头岭,宝安区,石岩街道,罗租,13,198.0,80942,城中村改造,未知（房天下'桥头岭二区'记2014）,未知,未知,未知（租盘以1-2房小户型为主）,否,未知,确认,确认的是性质而非数字。58同城小区页'罗租桥头岭'（石岩，小区地址：罗租工业大道）明确写：权属类别=集体租赁住房和城中村、开发商=单位自建、物业公司=业主自管、物业费0.90元/㎡、绿化率30%、产权年限暂无数据；房天下另有'桥头岭二区'（宝安石岩，罗租工业大道，建筑年代2014-01-01）。两源共同指向：这是罗租村的城中村/村统建楼片区（周边并列条目有罗租商住楼、罗租中新村、罗租下新村、罗租老村），不是商品房小区。OSM地块80942㎡且距罗租站198m，符合整片村域被划为住宅性用地的特征。户数/栋数/整体建成年代无数据。
401,星航华府,宝安区,福永街道,兴围,12,0.0,47846,住宅小区,2015,2898（乐有家）/3760（房天下）,7（乐有家）/8（房天下）,2-3房 78-89㎡为主，另有129-170㎡大户型,部分,未知,确认,兴围社区兴华路2号，距12号线兴围站约191m（乐有家实测），与OSM d_m=0基本一致。两源一致：2015年建成（房天下精确到2015-04-28）、宗地/占地42872.11㎡、总建面38万㎡、容积率6.9、绿化25%、物业费3.0元/㎡；户数与栋数口径冲突（2898户7栋 vs 3760户8栋）。在售房源建面88.92/79.79/78.52㎡及169.58/129.78/169.11㎡，故large_unit记'部分'。房天下产权描述写'星航华府普通住宅产权为70年'，这种措辞通常暗示项目内另有非70年产品（公寓/商办），但未查到明确的公寓部分数据。乐有家描述里出现'9室2厅170平''14室0厅'等，属大户型被改造成分租房源的登记，不代表原始户型设计。
402,怀德峰景,宝安区,福永街道,怀德,12,188.3,47077,混合,2015（南园）/2018（北园）,南园600户 + 北园1512户（房天下另记合计1555户）,6（南园，乐有家）/10（合计，房天下）,3-4房 80-92㎡为主，另有140-143㎡四五房,部分,有回迁房,确认,关键发现：本盘南北园性质不同。乐有家'怀德峰景北园'（id771310）描述原文：'怀德峰景北园为回迁房，南园为3栋商品住宅房'，北园产权性质登记为'自建房（集资房）'、开发商=深圳市怀德股份有限公司、1512户；乐有家'怀德峰景'（id46545）为商品房、600户6栋、开发商=深圳市怀德房地产开发有限公司。房天下产权描述亦写'怀德峰景南园普通住宅产权为70年'（只给南园背书），并记1555户/10栋、占地19740.56㎡、2016-10竣工。OSM地块47077㎡跨南北园，故判为混合、含回迁房。地铁：距12号线怀德站约403-407m，与OSM d_m=188m有差异（OSM按出入口算）。
403,怀德城市花园,宝安区,福永街道,怀德,12,104.9,6342,城中村改造,2008,252（房天下）/276（乐有家）,3,未知,未知,未知,确认,两源一致：2008年建成、福永大道国惠康百货楼上（商业裙楼上的住宅）、3栋。乐有家明确写'福永怀德村委统建楼'，产权性质='自建房（集资房）'、开发商=怀德村股份公司、物业=怀德居委会，故归入城中村/村统建楼一类而非商品房小区（房天下产权描述写70年，与乐有家的集资房口径冲突，以更具体的乐有家描述为准并标注冲突）。户数252-276户，占地约5000㎡（与OSM楼栋面积6342㎡量级相符，src=楼栋合理）。距12号线怀德站约369m。
404,翠岗小区一区,宝安区,福永街道,福围,12,24.0,22349,城中村改造,2006（房天下，口径可疑）,4391（房天下，数据自相矛盾）,70（房天下）,未知（租盘以1-2房小户型为主）,否,未知,单一来源,房天下'翠岗一区小区'：宝安区福永街道福围社区、产权70年、建筑年代2006-01-01、建筑面积51960㎡、占地24500㎡、房屋总数4391户、楼栋总数70栋、绿化40%、物业费1.5元。占地24500㎡与OSM 22349㎡吻合，但4391户对应仅5.196万㎡建面（≈11.8㎡/户）明显不成立，说明房天下把村片区的门牌套数与某一栋的建面混在一起，数字仅可作参考。70栋的规模+相邻'翠岗二区'安居客均价仅约1.35万元/㎡，指向福永怀德/福围一带的村统建楼-农民房群（小产权/集体用地性质），不是商品房小区。乐有家小区库无此条目（只有'翠岗一区一巷''怀德翠岗工业园二区'等路名/工业区POI）。
405,翠岗小区二区,宝安区,福永街道,福围,12,196.2,17270,城中村改造,1999（安居客）,未知,未知,未知（在租房源多为2房，4/12层电梯房）,否,未知,单一来源,安居客'翠岗二区'（宝安-福永板块）：本月均价13500元/㎡、绿化率20%、竣工时间1999年、总户数暂无数据。均价仅1.35万/㎡（同片区商品房如怀德峰景约4.5万/㎡）是农民房/小产权的强信号。城市吧记地址：宝安区福中路与翠岗一区五巷交叉口西50米，邻'福永翠岗二区''咸田二区'公交站，与id404同属翠岗村统建片区。房天下按名搜索只命中南山'学林雅院'（无关，已排除同名混淆）。乐有家、贝壳均无该小区词条。
406,永福苑,宝安区,福永街道,福围,12,64.7,13799,住宅小区,2013,504（乐有家）/522（房天下）,2,1-3房 43-85㎡（在售以64-65㎡两房为主）,否,未知,确认,两源高度一致：2013年建成（房天下记2013-05-22）、建筑面积43400.88㎡、占地13502.07㎡（OSM 13799㎡吻合）、2栋、商品房、开发商深圳市富通房地产集团、容积率2.6、绿化32.4%、物业费3.0元。户数504（乐有家规划户数）vs 522（房天下），差异不大。乐有家小区描述里'总共约有86户'与自家'规划户数504户'冲突，属描述文案错误，不采用。户型：43㎡一房、52/65㎡两房、85㎡三房，在售清一色64-65㎡，无大户型。距12号线福围站约285m。
407,金域豪庭,宝安区,福永街道,福永,11/12,88.6,101548,住宅小区,2005（二期）～2011（三期）,约1800+（一期350 + 二期719 + 三期754，分期口径混乱）,约22-26（一期18 + 三期4 + 二期若干）,2-3房 63-116㎡,否,未知,确认,OSM地块101548㎡是整个金域豪庭（西环路与福一路/同富裕路一带，距11号线福永站约428-462m），需按分期合并理解。乐有家：二期2005年建成、719户、板塔结合、容积1.88、物业费1.98-2.2元、在售79.84-116.64㎡；三期2011年建成、建面36万㎡、容积3.6、800车位、在售63.77-82.47㎡。房天下：三期2010-12-31竣工、754户、4栋、占地82445.9㎡；一期350户、18栋（竣工日期也写2010-12-31，与二期2005年冲突，房天下分期日期不可靠）。综合：一期/二期约2005年前后、三期2010-2011年，全盘户型集中在两三房63-116㎡，无120㎡+主力，故large_unit=否。
